Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,1183.300048828125,1187.550048828125,1176.199951171875,1180.675048828125,1028.9425048828125,823132
2017-01-03,1180.625,1185.8499755859375,1171.6500244140625,1184.125,1031.9490966796875,1475324
2017-01-04,1184.8499755859375,1194.425048828125,1179.1500244140625,1189.75,1036.8515625,1420066
2017-01-05,1192.0,1194.9749755859375,1160.199951171875,1167.199951171875,1017.1990966796875,2216404
2017-01-06,1160.5,1164.675048828125,1128.550048828125,1140.699951171875,994.1046752929688,3009896
2017-01-09,1137.5,1155.6500244140625,1128.5,1151.8499755859375,1003.8217163085938,1854578
2017-01-10,1152.0,1164.9000244140625,1145.75,1157.675048828125,1008.8983764648438,1533914
2017-01-11,1157.5,1164.800048828125,1140.0999755859375,1162.199951171875,1012.841796875,1931296
2017-01-12,1162.199951171875,1180.0,1152.0,1172.175048828125,1021.5346069335938,2570374
2017-01-13,1174.0,1178.9749755859375,1118.925048828125,1124.6500244140625,980.1171264648438,10235580
2017-01-16,1125.0,1136.949951171875,1114.0,1129.2750244140625,984.1481323242188,3364808
2017-01-17,1127.449951171875,1143.9000244140625,1126.4000244140625,1139.375,992.9501342773438,3009956
2017-01-18,1139.0,1149.0,1132.7249755859375,1147.550048828125,1000.0744018554688,3136574
2017-01-19,1147.5,1147.574951171875,1141.4749755859375,1145.5,998.2880249023438,2251676
2017-01-20,1143.5,1150.0,1132.5,1142.675048828125,995.8262939453125,2037246
2017-01-23,1132.5,1156.75,1129.9000244140625,1153.3499755859375,1007.9961547851562,2318546
2017-01-24,1152.0,1161.5,1145.0,1159.175048828125,1013.0870361328125,2282638
2017-01-25,1161.300048828125,1180.0,1159.0250244140625,1176.5,1028.2286376953125,4111648
2017-01-27,1172.5250244140625,1189.375,1172.5250244140625,1178.9000244140625,1030.326416015625,2871658
2017-01-30,1170.5,1175.9749755859375,1159.074951171875,1166.449951171875,1019.4451293945312,2577956
2017-01-31,1160.0,1166.0250244140625,1100.0250244140625,1114.9000244140625,974.3919677734375,4666804
2017-02-01,1110.0,1119.9749755859375,1077.7750244140625,1083.949951171875,947.3422241210938,4864152
2017-02-02,1085.0250244140625,1109.5,1076.5,1103.824951171875,964.7125244140625,6009482
2017-02-03,1104.8499755859375,1121.5,1095.5,1116.2750244140625,975.59326171875,2153372
2017-02-06,1129.0,1129.25,1107.4749755859375,1120.375,979.1768798828125,2408910
2017-02-07,1122.0,1126.300048828125,1113.0,1122.300048828125,980.859130859375,1814638
2017-02-08,1122.449951171875,1141.300048828125,1122.0250244140625,1135.4749755859375,992.373779296875,2212584
2017-02-09,1137.5,1164.0,1135.0999755859375,1158.6500244140625,1012.6279907226562,4033202
2017-02-10,1155.5,1212.2249755859375,1155.5,1198.9749755859375,1047.87109375,5782160
2017-02-13,1198.0,1214.5,1191.175048828125,1207.125,1054.9940185546875,3819812
2017-02-14,1209.824951171875,1209.824951171875,1199.0,1203.125,1051.498046875,2033328
2017-02-15,1198.5,1214.0,1187.550048828125,1206.8499755859375,1054.753662109375,1924972
2017-02-16,1230.0,1239.0,1217.800048828125,1223.875,1069.6331787109375,4175680
2017-02-17,1236.0,1237.800048828125,1201.0,1203.949951171875,1052.21923828125,2723324
2017-02-20,1212.5,1277.5,1204.050048828125,1251.0999755859375,1093.4268798828125,3973948
2017-02-21,1257.0,1262.949951171875,1227.574951171875,1232.675048828125,1077.323974609375,5501112
2017-02-22,1232.949951171875,1235.0,1200.074951171875,1205.75,1053.7923583984375,4505496
2017-02-23,1207.5,1246.625,1207.5,1240.9000244140625,1084.512451171875,4853352
2017-02-27,1239.550048828125,1251.0,1235.0250244140625,1244.925048828125,1088.0301513671875,2139892
2017-02-28,1244.75,1245.0,1225.0,1233.125,1077.7171630859375,2354828
2017-03-01,1239.949951171875,1250.949951171875,1235.0,1239.7750244140625,1083.529296875,1130374
2017-03-02,1243.3499755859375,1255.0,1235.0250244140625,1250.7249755859375,1093.0987548828125,1544942
2017-03-03,1246.0,1249.8499755859375,1237.699951171875,1247.0250244140625,1089.865234375,1013970
2017-03-06,1240.0,1242.0,1227.2750244140625,1236.25,1080.448486328125,1400694
2017-03-07,1241.449951171875,1252.5,1237.5250244140625,1249.9000244140625,1092.3780517578125,1511672
2017-03-08,1251.0,1260.0,1246.0999755859375,1256.0999755859375,1097.796630859375,1791510
2017-03-09,1257.074951171875,1262.0,1252.0250244140625,1259.875,1101.095947265625,858468
2017-03-10,1259.800048828125,1274.7750244140625,1256.9749755859375,1271.125,1110.9283447265625,1171420
2017-03-14,1278.4000244140625,1293.574951171875,1275.5250244140625,1283.75,1121.962158203125,3402294
2017-03-15,1286.0,1286.074951171875,1246.925048828125,1249.1500244140625,1091.722900390625,3022496
2017-03-16,1253.0,1263.5,1253.0,1260.449951171875,1101.5982666015625,1571818
2017-03-17,1273.0,1273.0,1254.875,1262.875,1103.7177734375,2593152
2017-03-20,1262.9749755859375,1262.9749755859375,1233.0,1240.0,1083.725830078125,3487540
2017-03-21,1241.0,1246.0,1232.5,1243.3499755859375,1086.6531982421875,3373700
2017-03-22,1240.074951171875,1248.0,1234.9749755859375,1239.4749755859375,1083.2667236328125,1888716
2017-03-23,1241.0,1242.5250244140625,1223.5999755859375,1230.175048828125,1075.1387939453125,2620638
2017-03-24,1234.9000244140625,1234.9000244140625,1211.6500244140625,1213.5999755859375,1060.65283203125,5099814
2017-03-27,1213.4749755859375,1220.0,1203.0,1206.0250244140625,1054.032470703125,2181270
2017-03-28,1205.0,1221.699951171875,1205.0,1214.9749755859375,1061.8548583984375,1153158
2017-03-29,1218.0,1225.4000244140625,1212.800048828125,1222.300048828125,1068.2564697265625,1717764
2017-03-30,1222.449951171875,1232.5,1217.5,1220.5,1066.68310546875,2986086
2017-03-31,1219.199951171875,1220.425048828125,1207.5,1215.9000244140625,1062.6630859375,1867044
2017-04-03,1217.5,1217.5,1204.0999755859375,1205.8499755859375,1053.879638671875,1196888
2017-04-05,1209.949951171875,1209.949951171875,1197.5,1200.625,1049.313232421875,2905568
